date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_time_trend_3_fourier,yt_pred_mlp_8,yt_pred_mlp_30,yt_pred_stacked_mlp,yt_pred_d1d13_ar13,yt_pred_d1d12_mlp
1960-05-01,3146.1206140350873,3109.287959229428,2998.75,2940,3065.8754816227747,3038.7646082029955,2867.0717206064664,3055.517673387243,3068.0907629429967,3073.9422086982468
1960-06-01,3300.5942982456136,3268.6726654287368,3155.875,3180,3035.595453254119,3115.1830688416276,2867.008278709027,3074.599956149651,2925.4689977962535,2877.3216280436536
1960-07-01,3690.804824561403,3663.794211029055,3550.875,3791,3706.5109755671174,3546.0605118340495,2866.7911468626257,3519.4850199687285,3659.8518246975273,3532.371411167922
1960-08-01,4795.5942982456145,4773.494697945017,4658.875,4093,4499.346981372237,4119.843438093833,2866.459520199885,4120.807627056549,4369.986949818151,4617.18633142305
1960-09-01,4045.804824561403,4028.6162494058026,3914.75,4309,4049.749351414617,4083.8782022582714,2866.335310810744,4091.5857963455487,3852.532619190846,3868.5676808741828
1960-10-01,3576.7521929824557,3564.474639952916,3449.0,3532,3363.3891952955564,3933.3221929268248,2866.028771080928,3946.670133226011,3658.159265917131,3745.203337351315
1960-11-01,3397.225877192982,3389.859343209102,3273.625,3408,3301.834691295626,3524.977976853388,2865.9030497526583,3488.680763231211,3519.8667358157945,3353.480470207096
1960-12-01,3158.6995614035086,3156.2440458221176,3040.5,2839,3068.1676594845867,3208.6409922094076,2865.7850043276676,3206.1861585805796,3169.9706993263353,3134.9879624426103
1961-01-01,2981.9131578947363,2984.859761831626,2896.625,2792,2836.2913474824927,2762.7238613661325,2865.7677101405698,2711.545270048491,2723.2670553641456,2443.7058052667626
1961-02-01,2964.281578947368,2973.1214145896356,2885.125,2798,2952.3753574886105,2731.545908249516,2865.6866831242064,2711.53240331519,2658.561616784177,2625.69615508919
1961-03-01,3100.965789473684,3115.6988546864504,3029.5,3007,2987.847422951413,2959.2364317798324,2865.583861340236,2961.2915157076045,3067.374063412336,3135.9360534851676
1961-04-01,3209.018421052631,3229.644714980362,3145.0,3086,3135.6761418801434,3179.737601065584,2865.556211698937,3190.4929440160095,3119.961552508722,3140.818270412072
1961-05-01,3271.9131578947363,3298.4326797974645,3213.25,3201,3280.2852073310523,3300.236660985465,2865.54595700865,3262.513300096862,3206.9284323851753,3058.9516114105854
1961-06-01,3426.386842105263,3458.799590286825,3373.5,3428,3253.074612108074,3566.009828370394,2865.539164668303,3506.8735765538217,3341.1050136827344,3404.804301761511
1961-07-01,3816.597368421052,3854.9033401771967,3771.75,3754,3927.091678554717,3973.1298579551058,2865.517001351037,3909.7206341596698,3821.3504618258366,4001.8704251855306
1961-08-01,4921.386842105263,4965.586031383211,4882.75,4917,4723.061339481447,4239.829185864329,2865.533897881161,4181.346276780447,4432.251998404896,4016.752285634195
1961-09-01,4171.597368421052,4221.68978713405,4141.75,3760,4276.629475633405,4585.9364681350635,2865.363425939006,4534.417102189751,4696.851113640492,5094.603236924373
1961-10-01,3702.544736842105,3758.5303819712153,3679.25,3609,3593.4671966118904,3952.092895391249,2865.4289872369836,3869.4679941613176,3538.887514253568,2942.61496947918
1961-11-01,3523.0184210526313,3584.897289517454,3507.25,3471,3535.1426806974696,3635.879728345848,2865.3981269367578,3603.225440886641,3329.0632303282146,3440.770620132297
1961-12-01,3284.4921052631576,3352.2641964205222,3277.375,3347,3304.737747959908,3250.9255699170017,2865.366092418632,3233.892557109286,3106.1618820762087,2868.315614858615
1962-01-01,3107.7057017543857,3181.862116720083,3136.875,3333,3076.1556460192614,3150.2085004385617,2865.3060445465057,3150.2472883936343,3041.8876847989286,3263.6618590947564
1962-02-01,3090.074122807017,3171.1059737681453,3128.5,3456,3195.5659770747898,3189.1231988231925,2865.227801708191,3178.43308508012,3157.8059292859944,3305.7716819711814
1962-03-01,3226.758333333333,3314.6656181550125,3276.375,3569,3234.396474574968,3417.444311696019,2865.1747540180386,3417.952678673082,3508.9694468199123,3624.987524847036
1962-04-01,3334.8109649122803,3429.593682738977,3395.25,3900,3385.6157365290437,3571.028695200807,2865.1402846983187,3540.239100921187,3671.237922393519,3609.8560318818236
1962-05-01,3397.7057017543852,3499.363851846132,3467.0,3909,3533.647455993263,3773.1212521204025,2865.101970355217,3727.192542598792,3822.944608566955,3981.4378065976134
1962-06-01,3552.179385964912,3660.712966625546,3630.75,4098,3509.8916257715628,3947.491755739718,2865.071474863312,3851.997763115905,4067.8272948959298,4096.991965442614
1962-07-01,3942.3899122807015,4057.798920805969,4032.5,4826,4187.395568207449,4326.364190243392,2865.049886233893,4202.481698684727,4693.263911084072,4389.702735999992
1962-08-01,5047.1793859649115,5169.463816302036,5147.0,5770,4986.884216111392,4774.017682144117,2865.015401955214,4640.694589770635,5366.609942883282,5950.770968892084
1962-09-01,4297.3899122807015,4426.5497763429275,4409.5,5108,4544.003450228527,4692.0287694188155,2864.9907062135626,4583.9901209256395,5154.450021952176,4581.513182102892
1962-10-01,3828.337280701754,3964.3725754701454,3950.625,4360,3864.424380160157,4465.679336300493,2864.9708090238937,4318.317729553967,4721.733864279409,4917.494273911452
1962-11-01,3648.81096491228,3791.7216873064367,3782.25,4100,3809.715184186847,4050.528367554912,2864.963216352174,3910.008990652405,4350.547876672563,4191.060118041803
1962-12-01,3410.2846491228065,3560.070798499558,3556.0,3562,3582.9576823783636,3776.1603926830658,2864.958097420299,3677.5378395248904,3874.633435680257,3937.63777797273
1963-01-01,3233.4982456140347,3390.6509230891716,3419.25,3284,3358.05512235476,3497.2422406123237,2864.957086428509,3407.4355580013053,3743.420805368858,3513.648300656735
1963-02-01,3215.8666666666663,3380.876984427286,3414.75,3278,3481.177106315299,3434.0444897388084,2864.956895798141,3341.4974455372085,3596.469915140806,3366.0640619684928
1963-03-01,3352.5508771929817,3525.418833104206,3566.25,3424,3523.751367708456,3616.794154493362,2864.9581727145483,3522.718550393279,3698.887484754231,3352.6854354383468
1963-04-01,3460.6035087719297,3641.329101978223,3689.0,3843,3678.746504543474,3909.351561667386,2864.9606923966626,3807.9399269871783,3788.856457269442,3715.623900330065
1963-05-01,3523.4982456140347,3712.0814753754303,3764.625,3614,3830.5862098766074,4134.267253249101,2864.9628553887205,4007.7632596513354,3874.866653108443,3813.269454973579
1963-06-01,3677.971929824561,3874.412794444897,3932.0,3536,3810.6704765117847,4280.379008414774,2864.967814158475,4080.40292805217,3987.5054007648,3763.2436580284866
1963-07-01,4068.1824561403505,4272.480952915373,4337.625,4505,4492.046626792516,4635.688987725589,2864.9769271723226,4401.946567035039,4170.540755705464,4218.651839175753
1963-08-01,5172.971929824562,5385.128052701493,5456.125,5456,5295.439593529269,5029.833476791289,2864.981105914264,4813.052522192538,5438.841554397917,5411.9479921943075
1963-09-01,4423.18245614035,4643.196217032437,4722.75,4881,4856.495257467182,5033.501498483392,2864.9814957035687,4835.641285469419,4534.1230016725785,4750.531980127622
1963-10-01,3954.129824561403,4182.001220449708,4267.75,4041,4180.884728207555,4725.717307107855,2864.9813291975397,4534.03449324617,4224.892197721685,4091.365542678439
1963-11-01,3774.6035087719297,4010.332536576051,4103.375,3724,4130.176184030956,4254.4514392657375,2864.983993454413,4098.6470972127245,3900.4483555806783,3731.3140745979535
1963-12-01,3536.077192982456,3779.663852059225,3881.25,3525,3907.451445007151,3747.763478742794,2864.9885157795347,3657.273144179083,3341.9721077790655,3140.952489701649
1964-01-01,3359.2907894736836,3611.226180938891,3748.5,3437,3686.6137587561902,3445.4088768012953,2864.9889447019295,3391.9876130686516,3258.504439803579,3206.6535259046286
1964-02-01,3341.6592105263153,3602.4344465670583,3748.0,3324,3813.832727477342,3426.4491241954593,2864.984482357699,3375.1694246503794,3389.293976885231,3393.356230090825
1964-03-01,3478.343421052631,3747.958499534031,3903.75,3977,3860.536084619076,3619.637497236585,2864.983526458343,3548.3578113770473,3465.3293052080717,3430.8427254298913
1964-04-01,3586.396052631578,3864.8509726981006,4030.75,4025,4019.692428190639,4089.938932468347,2864.9776204136197,4034.156887867859,4055.996800949575,4360.9715110781635
1964-05-01,3649.290789473683,3936.585550385361,4110.5,4016,4175.725451248283,4043.587999772916,2864.977579767252,3935.6203744661975,3891.072855744735,3758.1871710066725
1964-06-01,3803.7644736842103,4099.899073744879,4282.25,4031,4160.035146595937,4151.863201701111,2864.9752813651403,3979.8000768627858,4003.4331578820543,3900.358922439149
1964-07-01,4193.974999999999,4498.949436505408,4692.25,4489,4845.668836577114,4635.081177407609,2864.9718677545347,4417.164980854935,4889.017150948133,4965.539905277963
1964-08-01,5298.76447368421,5612.578740581581,5814.875,5563,5653.351454002275,4941.42680630975,2864.972486767522,4732.131226207495,5610.526096567959,5402.723004834685
1964-09-01,4548.974999999999,4871.629109202577,5085.875,5709,5218.728879616567,4961.184636410441,2864.967579987709,4789.11196932906,4993.839208255449,4951.566982772554
1964-10-01,4079.922368421052,4411.4163169099,4635.25,4620,4547.472223021284,4791.198087556561,2864.958434858827,4626.783760468807,4611.948816204971,4838.696197015328
1964-11-01,3900.396052631578,4240.729837326297,4475.25,4160,4501.149662496998,4333.236376682881,2864.9543844309037,4157.653057790016,4419.473631015171,4269.579334655187
1964-12-01,3661.869736842105,4011.043357099523,4257.625,4012,4282.84301811347,3933.293421418427,2864.9520891977745,3795.076501892065,3886.592226805537,3924.625212688975
1965-01-01,3485.083333333333,3843.587890269242,4129.375,3987,4066.455537490754,3703.20115256024,2864.9499556022124,3613.491023627782,3701.173794999824,3888.5339559196236
1965-02-01,3467.4517543859643,3835.7783601874617,4133.375,4155,4198.156822828115,3725.436017216542,2864.9478866830755,3640.103878657565,3895.155507517573,3842.34956991129
1965-03-01,3604.135964912281,3982.2846174444862,4293.625,4054,4249.374607574027,4143.036879109928,2864.9453436447843,4024.208115894771,4460.723871879491,4774.484386417917
1965-04-01,3712.188596491227,4100.159294898609,4425.125,4485,4413.077489737735,4231.581876654224,2864.9453544470416,4089.5506703743063,4488.057238938567,4061.639830868071
1965-05-01,3775.083333333333,4172.876076875922,4509.5,4558,4573.68916237549,4396.050911498625,2864.9447077846044,4240.221647027616,4394.346898340464,4435.3958859854065
1965-06-01,3929.55701754386,4337.171804525493,4685.875,4462,4562.609618291224,4488.51601403337,2864.944012716178,4281.381917532498,4428.269716313418,4540.589801820224
1965-07-01,4319.767543859649,4737.204371576075,5100.5,4594,5252.8861798284415,4743.348048292252,2864.943591366669,4481.513252282018,5159.303705223094,4881.428193171007
1965-08-01,5424.557017543859,5851.8158799423,6228.0,6481,6065.243779797615,5058.293716551852,2864.94350845041,4778.684273490579,5971.379865484803,5627.6049668611195
1965-09-01,4674.767543859649,5111.848452853348,5503.625,6345,5635.328298943886,5309.064625131422,2864.9415837511597,5050.542413196852,5942.58469435291,6594.601559671539
1965-10-01,4205.714912280701,4652.617864850725,5057.75,5142,4968.810846868547,5125.528767615356,2864.9404792438568,4857.925110834974,5245.124647457478,5224.473814237466
1965-11-01,4026.188596491228,4482.9135895571735,4902.625,4824,4927.259601852173,4690.961191824304,2864.9399830621537,4431.77196187052,4800.60449984801,4639.745919343895
1965-12-01,3787.6622807017543,4254.209313620453,4689.75,4573,4713.756383964522,4420.5499587914455,2864.9394352117724,4206.089709741724,4601.677349065787,4636.357872027791
1966-01-01,3610.875877192982,4087.736051080224,4566.25,4158,4502.204440825648,4244.418913978326,2864.939186697505,4089.32985772056,4564.1271986065585,4513.07858375091
1966-02-01,3593.244298245613,4080.908725288497,4575.375,4140,4638.773374634822,4071.904471084594,2864.939062761759,3902.2440398219983,4314.902644845188,4284.95681131377
1966-03-01,3729.9285087719295,4228.397186835574,4740.375,4251,4694.890918840511,4137.355734254575,2864.9390141146623,3948.141671367819,4516.756323819856,3997.788025404745
1966-04-01,3837.981140350877,4347.2540685797485,4876.875,4734,4863.525671451964,4478.250306770517,2864.9389845331116,4280.353412600478,4689.039323689931,4640.332178335202
1966-05-01,3900.875877192982,4420.953054847114,4966.25,4858,5029.101325525431,4673.537972806118,2864.938991915352,4460.1730042494,4737.319601646201,4774.87247971338
1966-06-01,4055.3495614035087,4586.230986786738,5147.625,4798,5023.017873864839,4710.054854738728,2864.938940085088,4451.897875796189,4728.008763301079,4722.037648918202
1966-07-01,4445.560087719298,4987.245758127372,5567.375,5080,5718.322638813704,4959.920933877018,2864.938921997663,4630.997576738005,5127.123344642403,4892.520759955514
1966-08-01,5550.349561403508,6102.83947078365,6699.875,6905,6535.740553182488,5341.994597546805,2864.9387991960493,5000.383181644891,6526.318903698089,6929.772142001224
1966-09-01,4800.560087719297,5363.854247984751,5980.625,5504,6110.917497716334,5454.659626901842,2864.9385152734367,5146.0802019829225,6673.2772118921675,6734.969845657073
1966-10-01,4331.507456140351,4905.60586427218,5539.875,5457,5449.52458201654,5122.699352745911,2864.9387057157865,4798.048667516635,4949.217420705092,4249.050665109018
1966-11-01,4151.9811403508775,4736.883793268681,5390.0,5198,5413.129984363677,4948.512770941043,2864.938530676475,4677.478469913072,4777.102185386804,5100.192725004152
1966-12-01,3913.454824561403,4509.161721622013,5182.25,4890,5204.8155248275025,4729.919052628776,2864.9383564729133,4495.8350006125675,4907.60242833056,4914.660053547132
